,0,1,2,3,4
1675,itt-inc,ITT Inc.,ITT),"$14,209,754",1
1676,itt-technical-institute,ITT Technical Institute, ,"$330,043,616",1
1677,j-m-smith-corporation,J M Smith Corporation, ,"$400,000",1
1678,j-and-j-snack-foods,J&J Snack Foods,JJSF),"$1,592,122",1
1679,jb-hunt-transport-services,J.B. Hunt Transport Services,JBHT),"$21,931,448",7
1680,jc-penney,J.C. Penney, ,"$24,321,726",10
1681,jd-heiskell-and-company,J.D. Heiskell & Company, ,"$48,110",5
1682,jd-irving-limited,J.D. Irving Limited, ,"$313,577",3
1683,je-dunn-construction,J.E. Dunn Construction, ,"$24,900",3
1684,jm-smucker-co,J.M. Smucker Co.,SJM),"$552,782",3
1685,jr-simplot,J.R. Simplot, ,"$45,820,568",29
1686,jab-holding-co,JAB Holding Co., ,"$26,043,425",18
1687,jabil-circuit,Jabil Circuit,JBL),"$14,640",1
1688,jack-henry-and-associates,Jack Henry & Associates,JKHY),"$780,000",1
1689,jack-in-the-box-inc,Jack in the Box Inc.,JACK),"$19,036,562",9
1690,jackson-hewitt,Jackson Hewitt, ,"$5,312,000",3
1691,jackson-purchase-medical-center,Jackson Purchase Medical Center, ,"$856,343",1
1692,jacobs-engineering,Jacobs Engineering,NYSE: J),"$76,431,041",7
1693,james-b-nutter-and-company,James B. Nutter & Company, ,"$516,050",2
1694,james-c-justice-companies,James C. Justice Companies, ,"$11,343,315",402
1695,james-hardie-building-products,James Hardie Building Products,JHX),"$477,268",6
1696,janus-henderson,Janus Henderson,NYSE: JHG),"$325,000,000",2
1697,japan-airlines,Japan Airlines, ,"$110,408,874",1
1698,jazz-pharmaceuticals,Jazz Pharmaceuticals,JAZZ),"$77,000,000",1
1699,jbs,JBS, ,"$176,180,782",6
1700,jd-sports-fashion,JD Sports Fashion,LSE: JD),"$833,000",3
1701,jefferies-financial-group,Jefferies Financial Group,JEF),"$88,937,544",13
1702,jefferson-health,Jefferson Health, ,"$5,292,291",3
1703,jeld-wen-holding,JELD-WEN Holding,JELD),"$17,627,602",3
1704,jetblue-airways,JetBlue Airways,JBLU),"$1,593,733",10
1705,jgc-corporation,JGC Corporation, ,"$281,800,000",1
1706,jim-pattison-group,Jim Pattison Group, ,"$550,874",26
1707,jindal-group,Jindal Group, ,"$1,937,967",21
1708,john-b-sanfilippo-and-son,John B. Sanfilippo & Son,JBSS),"$2,712,404",1
1709,john-menzies-plc,John Menzies PLC,LSE: MNZS),"$8,424,285",1
1710,john-muir-health,John Muir Health, ,"$10,430,256",3
1711,john-wiley-and-sons,John Wiley & Sons,JW.A),"$7,163",1
1712,johns-hopkins-medicine,Johns Hopkins Medicine, ,"$6,713,317",3
1713,johns-hopkins-university,Johns Hopkins University, ,"$1,945,875",1
1714,johnson-and-johnson,Johnson & Johnson,JNJ),"$14,760,947,763",12
1715,johnson-controls,Johnson Controls,JCI),"$361,696,539",5
1716,johnson-health-tech,Johnson Health Tech, ,"$3,000,000",1
1717,johnson-matthey,Johnson Matthey,LSE: JMAT),"$4,542,192",31
1718,jones-financial,Jones Financial, ,"$221,686,181",21
1719,jones-lang-lasalle,Jones Lang LaSalle,JLL),"$412,664",15
1720,jonway-group,Jonway Group, ,"$1,258,582",2
1721,jpmorgan-chase,JPMorgan Chase,NYSE: JPM),"$36,060,746,133",110
1722,jtekt,JTEKT, ,"$103,297,035",1
1723,julius-baer-group,Julius Baer Group, ,"$626,000,000",2
1724,juniper-networks,Juniper Networks,JNPR),"$11,745,018",1
1725,jupiter-aluminum,Jupiter Aluminum, ,"$2,334,398",13
1726,just-energy-group,Just Energy Group, ,"$5,807,239",21
1727,juul-labs,Juul Labs, ,"$54,500,000",1
1728,k-and-d-mining,K and D Mining, ,"$1,365,929",39
1729,k-va-t-food-stores,K-VA-T Food Stores, ,"$77,344",1
1730,k12-inc,K12 Inc.,LRN),"$168,500,000",1
1731,kadant-inc,Kadant Inc.,KAI),"$18,850",2
1732,kaiser-aluminum,Kaiser Aluminum,KALU),"$7,450,077",4
1733,kaiser-permanente,Kaiser Permanente, ,"$78,131,255",42
1734,kajima,Kajima, ,"$72,766",1
1735,kaleida-health,Kaleida Health, ,"$2,532,758",3
1736,kalispell-regional-medical-center,Kalispell Regional Medical Center, ,"$24,107,697",1
1737,kaman-corp,Kaman Corp.,KAMN),"$5,455,757",1
1738,kaneka,Kaneka, ,"$134,199",5
1739,kansas-city-southern,Kansas City Southern,KSU),"$4,812,564",281
1740,kao-corporation,Kao Corporation, ,"$143,351",1
1741,kar-auction-services,KAR Auction Services,KAR),"$290,306",4
1742,kawasaki-heavy-industries,Kawasaki Heavy Industries, ,"$5,964,868",1
1743,kayaba-industry-co-kyb,Kayaba Industry Co. (KYB), ,"$62,000,000",1
1744,kb-home,KB Home,KBH),"$37,810,845",3
1745,kbr,KBR,KBR),"$597,963,202",3
1746,kddi,KDDI, ,"$111,070,322",3
1747,keer,Keer, ,"$32,000",1
1748,kehrer-brothers-construction,Kehrer Brothers Construction, ,"$439,500",2
1749,keihin,Keihin, ,"$63,131",4
1750,kellogg-co,Kellogg Co.,K),"$20,099,756",7
1751,kelly-services,Kelly Services,KELYA),"$27,210,775",15
1752,kelly-moore-paint-company,Kelly-Moore Paint Company, ,"$8,011,353",1
1753,kemira,Kemira, ,"$1,414,264",13
1754,kemper,Kemper,KMPR),"$35,106,200",27
1755,ken-dec-inc,"Ken-Dec, Inc.", ,"$785,000",2
1756,kenan-advantage-group,Kenan Advantage Group, ,"$18,710,896",5
1757,kendall-packaging,Kendall Packaging, ,"$5,000",1
1758,kennametal,Kennametal,KMT),"$593,679",1
1759,kent-corp,Kent Corp., ,"$2,385,330",5
1760,keoje-marine,Keoje Marine, ,"$1,150,000",1
1761,keppel,Keppel, ,"$105,605,604",1
1762,kerry-group,Kerry Group, ,"$2,734,175",23
1763,keurig-dr-pepper-inc,Keurig Dr Pepper Inc.,KDP),"$27,550,081",14
1764,key-energy-services,Key Energy Services, ,"$8,644,547",1
1765,keycorp,KeyCorp,KEY),"$19,620,947",7
1766,keysight-technologies,Keysight Technologies,KEYS),"$7,073,157",1
1767,keystone-construction-and-maintenance-,Keystone Construction & Maintenance Services, ,"$250,000",2
1768,kforce-inc,Kforce Inc.,KFRC),"$398,695",4
1769,kia-motors,Kia Motors, ,"$204,223,352",4
1770,kie-con,KIE-CON, ,"$5,018,200",1
1771,kief-industries,Kief Industries, ,"$563,758",1
1772,kiekert,Kiekert, ,"$6,100,000",1
1773,kiewit,Kiewit, ,"$5,858,719",7
1774,kik-custom-products,KIK Custom Products, ,"$588,929",20
1775,kikkoman,Kikkoman, ,"$251,576",8
1776,kimball-international,Kimball International,KBAL),"$14,260",2
1777,kimberly-clark,Kimberly-Clark,NYSE: KMB),"$1,139,024",14
1778,kimco-realty,Kimco Realty,KIM),"$90,000",1
1779,kinder-morgan,Kinder Morgan,KMI),"$1,751,675,953",5
1780,kindred-healthcare,Kindred Healthcare, ,"$357,437,105",8
1781,kinross-gold,Kinross Gold,KGC),"$1,311,917",1
1782,kintetsu-world-express,Kintetsu World Express, ,"$10,585,177",2
1783,kion-group,Kion Group, ,"$408,350",3
1784,kirby-corp,Kirby Corp.,KEX),"$22,470,558",5
1785,kirklands-inc,Kirkland's Inc.,KIRK),"$92,600",1
1786,kiryas-joel-poultry-processing-plant,Kiryas Joel Poultry Processing Plant, ,"$350,797",1
1787,kkr-and-co,KKR & Co.,KKR),"$203,416,673",11
1788,klockner,Klockner, ,"$498,622",26
1789,kmco,KMCO, ,"$10,824,921",10
1790,kmx-chemical,KMX Chemical, ,"$124,553",5
1791,knauf,Knauf, ,"$1,013,790,584",19
1792,knight-swift-transportation,Knight-Swift Transportation,KNX),"$125,227,540",34
1793,knorr-bremse,Knorr-Bremse, ,"$90,355",8
1794,knowles-corporation,Knowles Corporation,KN),"$11,425",1
1795,kobe-steel,Kobe Steel, ,"$43,726",5
1796,koch-foods,Koch Foods, ,"$5,319,021",8
1797,koch-industries,Koch Industries, ,"$933,124,867",239
1798,kohls,Kohl's,KSS),"$10,086,615",5
1799,kohler,Kohler, ,"$26,459,128",6
1800,koito-manufacturing,Koito Manufacturing, ,"$56,600,000",1
1801,kolon-industries,Kolon Industries, ,"$360,000,000",1
1802,komatsu,Komatsu, ,"$3,175,348",7
1803,kone,Kone, ,"$260,533",8
1804,konica-minolta,Konica Minolta, ,"$4,856,959",2
1805,koos-shipping-company,Koo's Shipping Company, ,"$1,000,000",1
1806,kopin-corp,Kopin Corp.,KOPN),"$47,073",1
1807,koppers,Koppers,KOP),"$12,284,934",47
1808,kpc-healthcare,KPC Healthcare, ,"$14,506,125",1
1809,kpmg,KPMG, ,"$569,367,986",13
1810,kps-capital-partners-lp,"KPS Capital Partners, LP", ,"$23,114,392",13
1811,kraft-heinz,Kraft Heinz,KHC),"$107,728,523",1
1812,kratos-defense-and-security-solutions,Kratos Defense & Security Solutions,KTOS),"$18,380",1
1813,kroger,Kroger,KR),"$115,815,836",1
1814,kronos-micronutrients-lp,Kronos Micronutrients LP, ,"$206,900",2
1815,kronospan,Kronospan, ,"$9,430,482",10
1816,kroy-corp,Kroy Corp., ,"$1,396,160",1
1817,kubota,Kubota, ,"$114,918",7
1818,kuehne-and-nagel,Kuehne & Nagel, ,"$10,041,722",1
1819,kuehne-chemical,Kuehne Chemical, ,"$511,052",4
1820,kum-and-go,Kum & Go, ,"$61,275",5
1821,kuraray,Kuraray, ,"$2,424,125",23
1822,kv-pharmaceutical,KV Pharmaceutical, ,"$48,358,918",2
1823,kyocera,Kyocera, ,"$366,517,039",7
1824,l-catterton,L Catterton, ,"$7,700",1
1825,loreal,L'Oreal, ,"$36,000",1
1826,lb-foster-co,L.B. Foster Co.,FSTR),"$41,239",1
1827,ll-bean,L.L. Bean, ,"$970,803",2
1828,ls-starrett-co,L.S. Starrett Co.,NYSE: SCX),"$49,682",4
1829,l3harris-technologies,L3Harris Technologies,LHX),"$152,317,028",9
1830,la-z-boy,La-Z-Boy,LZB),"$309,305",4
1831,laboratory-corp-of-america,Laboratory Corp. of America,LH),"$11,155,075",3
1832,lactalis,Lactalis, ,"$1,197,187",9
1833,lagoon-landing-llc,"Lagoon Landing, LLC", ,"$3,150,000",1
1834,lake-area-corn-processors,Lake Area Corn Processors, ,"$81,400",2
1835,lakeland-regional-medical-center,Lakeland Regional Medical Center, ,"$1,676,923",1
1836,lam-research,Lam Research,LRCX),"$1,845,500",2
1837,lamar-advertising,Lamar Advertising,LAMR),"$25,000",1
1838,lamb-weston-holdings,Lamb Weston Holdings,LW),"$234,131",6
1839,lamberti,Lamberti, ,"$460,081",7
1840,lancaster-colony,Lancaster Colony,LANC),"$527,384",18
1841,land-olakes,Land O'Lakes, ,"$921,453",19
1842,landrys,Landry's, ,"$20,537,285",12
1843,lannett-co,Lannett Co.,LCI),"$312,498",3
1844,lansing-trade-group,Lansing Trade Group, ,"$3,549,865",1
1845,lanxess,Lanxess, ,"$90,469,156",1
1846,laredo-petroleum,Laredo Petroleum,LPI),"$260,352",4
1847,las-vegas-sands-corp,Las Vegas Sands Corp.,LVS),"$64,622,673",1
1848,las-vegas-urology,Las Vegas Urology, ,"$1,000,000",1
1849,latam-airlines-group,LATAM Airlines Group,LTMAQ),"$131,914,708",3
1850,lattice-semiconductor,Lattice Semiconductor,LSCC),"$560,000",1
1851,lawrence-livermore-national-security-llc,Lawrence Livermore National Security LLC, ,"$3,774,233",2
1852,lawson-products,Lawson Products,LAWS),"$30,191,613",1
1853,lci-industries,LCI Industries,LCII),"$788,096",30
1854,lcmc-health,LCMC Health, ,"$5,490,679",2
1855,leading-edge-aviation-services,Leading Edge Aviation Services, ,"$2,674,074",11
1856,lear-corp,Lear Corp.,LEA),"$5,842,454",9
1857,lebanese-canadian-bank,Lebanese Canadian Bank, ,"$102,000,000",1
1858,lecom-health,LECOM Health, ,"$2,460,500",1
1859,lee-enterprises,Lee Enterprises,LEE),"$3,255,640",3
1860,lee-health,Lee Health, ,"$232,850",2
1861,left-fork-mining,Left Fork Mining, ,"$1,824,712",88
1862,legacy-health,Legacy Health, ,"$515,582",1
1863,legal-and-general-group-plc,Legal & General Group PLC,LSE: LGEN),"$6,444,200",6
1864,legal-sea-foods,Legal Sea Foods, ,"$128,183",5
1865,leggett-and-platt,Leggett & Platt,LEG),"$778,010",52
1866,lehigh-valley-health-network,Lehigh Valley Health Network, ,"$409,979",1
1867,lehman-brothers,Lehman Brothers, ,"$120,671,439",11
1868,leidos,Leidos,LDOS),"$522,755,108",1
1869,lendingclub-corp,LendingClub Corp.,LC),"$29,796,000",4
1870,lendingtree,LendingTree,TREE),"$3,737,903",2
1871,lendlease-group,Lendlease Group, ,"$64,610,334",1
1872,lennar,Lennar,LEN),"$17,814,847",1
1873,lennox-international,Lennox International,LII),"$677,121",2
1874,lenovo,Lenovo, ,"$11,107,817",4
1875,leonard-green-and-partners,Leonard Green & Partners, ,"$24,497,067",12
1876,leonardo-spa,Leonardo S.p.A., ,"$14,910,989",2
1877,leprino-foods,Leprino Foods, ,"$1,382,395",6
1878,les-schwab-tire-centers,Les Schwab Tire Centers, ,"$2,123,190",1
1879,letica,Letica, ,"$122,117",10
1880,levi-strauss,Levi Strauss,LEVI),"$1,076,889",3
1881,lexington-medical-center,Lexington Medical Center, ,"$17,099,447",1
1882,lexmark-international,Lexmark International, ,"$18,000",1
1883,lg,LG, ,"$876,178,072",6
1884,lhc-group,LHC Group,LHCG),"$65,101,501",1
1885,lhoist-group,Lhoist Group, ,"$2,520,264",127
1886,libbey,Libbey, ,"$143,783",6
1887,liberty-global,Liberty Global, ,"$29,600,000",1
1888,liberty-mutual-insurance,Liberty Mutual Insurance, ,"$49,316,242",7
1889,liebherr,Liebherr, ,"$9,800",1
1890,lieze-associates,Lieze Associates, ,"$659,210",1
1891,lifan-group,Lifan Group, ,"$643,000",3
1892,life-care-centers-of-america,Life Care Centers of America, ,"$149,343,782",2
1893,lifespan-corporation,Lifespan Corporation, ,"$6,576,460",1
1894,lifoam-industries,Lifoam Industries, ,"$451,796",7
1895,lignetics,Lignetics, ,"$463,683",12
1896,lincoln-electric-holdings,Lincoln Electric Holdings,LECO),"$1,688,115",3
1897,lincoln-national,Lincoln National,LNC),"$71,117,109",25
1898,linde,Linde,NYSE: LIN),"$56,406,712",7
1899,linder-oil,Linder Oil, ,"$835,000",6
1900,lindsay-goldberg,Lindsay Goldberg, ,"$233,040",14
1901,lindt-and-sprungli,Lindt & Sprungli, ,"$4,823,969",2
1902,lineage-logistics,Lineage Logistics, ,"$4,072,755",6
1903,linn-energy,Linn Energy, ,"$299,130",10
1904,lion-elastomers,Lion Elastomers, ,"$345,603",11
1905,lions-gate-entertainment,Lions Gate Entertainment,LGF),"$8,853,752",1
1906,lipari-energy,Lipari Energy, ,"$230,759",10
1907,liquidity-services-inc,Liquidity Services Inc.,LQDT),"$27,351",1
1908,lithia-motors,Lithia Motors,LAD),"$8,249,819",3
1909,littelfuse-inc,Littelfuse Inc.,LFUS),"$406,100",2
1910,littlejohn-and-co,Littlejohn & Co., ,"$2,373,131",20
1911,live-nation-entertainment,Live Nation Entertainment,LYV),"$83,057,810",6
1912,lkq,LKQ,LKQ),"$1,516,226",10
1913,ll-flooring-holdings,LL Flooring Holdings,LL),"$119,386,740",4
1914,lloyd-industries,Lloyd Industries, ,"$1,447,349",1
1915,lloyds-banking-group,Lloyds Banking Group,LSE: LLOY),"$545,725,000",2
1916,lockheed-martin,Lockheed Martin,LMT),"$242,111,233",16
1917,loehmanns-holdings,Loehmann's Holdings, ,"$1,267,400",1
1918,loews-corp,Loews Corp.,L),"$71,552,410",4
1919,logitech-international,Logitech International, ,"$7,761,000",1
1920,loncin-holdings,Loncin Holdings, ,"$680,000",2
1921,lone-star-funds,Lone Star Funds, ,"$7,895,870",4
1922,lonza,Lonza, ,"$4,987,652",33
1923,loomis,Loomis, ,"$380,221",12
1924,lord-corporation,Lord Corporation, ,"$255,170",5
1925,los-alamos-national-security-llc,Los Alamos National Security LLC, ,"$1,378,750",6
1926,lotte-chemical,Lotte Chemical, ,"$7,500",1
1927,lous-fish-market-inc,Lou's Fish Market Inc., ,"$1,542,000",2
1928,louis-berger-group,Louis Berger Group, ,"$88,066,667",2
1929,louis-dreyfus,Louis Dreyfus, ,"$24,053,910",10
1930,louisiana-pigment,Louisiana Pigment, ,"$64,050",2
1931,louisiana-pacific-corp,Louisiana-Pacific Corp.,LPX),"$326,807",7
1932,lounia-shipping,Lounia Shipping, ,"$750,000",2
1933,loves-travel-stops-and-country-stores,Love's Travel Stops & Country Stores, ,"$3,243,067",3
1934,lowes,Lowe's,LOW),"$113,647,624",28
1935,lpl-financial,LPL Financial,LPLA),"$113,654,510",46
1936,lsb-industries,LSB Industries,LXU),"$1,627,759",16
1937,lsc-communications,LSC Communications,LKSD),"$192,398",16
1938,lsi-industries,LSI industries,LYTS),"$27,815",3
1939,lubys-inc,Luby's Inc.,LUB),"$718,654",7
1940,lufthansa,Lufthansa, ,"$135,166,252",2
1941,lukoil,Lukoil, ,"$646,672",12
1942,lululemon-athletica,Lululemon Athletica,LULU),"$950,000",2
1943,lumen-technologies,Lumen Technologies,LUMN),"$487,911,984",2
1944,luminis-health,Luminis Health, ,"$3,227,000",1
1945,lundbeck,Lundbeck, ,"$52,600,000",1
1946,luxfer-holdings,Luxfer Holdings,NYSE: LXFR),"$151,531",4
1947,lvmh,LVMH, ,"$9,097,052",4
1948,lydall,Lydall,LDL),"$13,300",1
1949,lyft-inc,Lyft Inc., ,"$29,540,000",2
1950,lyondellbasell-industries,LyondellBasell Industries,LYB),"$364,071,679",198
1951,m-and-t-bank,M&T Bank,MTB),"$249,564,250",8
1952,ma-mortenson,M.A. Mortenson, ,"$92,541",3
1953,mdc-holdings,M.D.C. Holdings,MDC),"$1,814,830",8
1954,ma-labs,Ma Labs, ,"$100,265",1
1955,macandrews-and-forbes,MacAndrews & Forbes, ,"$2,583,780",3
1956,macerich,Macerich,MAC),"$2,200,000",1
1957,mack-cali-realty,Mack-Cali Realty,CLI),"$29,000",2
1958,macom-technology-solutions,MACOM Technology Solutions,MTSI),"$10,001",1
1959,macquarie,Macquarie,MIC),"$160,772,329",13
1960,macys,Macy's,M),"$28,894,648",17
1961,madison-industries,Madison Industries, ,"$1,314,355",2
1962,madison-square-garden-co,Madison Square Garden Co.,MSG),"$2,633,608",4
1963,maersk,Maersk, ,"$44,437,439",2
1964,magellan-midstream-partners,Magellan Midstream Partners,MMP),"$33,266,990",45
1965,magna-international,Magna International,MGA),"$181,457",1
1966,mahard-egg-farm,Mahard Egg Farm, ,"$5,580,984",5
1967,mahle,Mahle, ,"$3,527,182",5
1968,maimonides-medical-center,Maimonides Medical Center, ,"$354,369",3
1969,main-line-health,Main Line Health, ,"$1,030,540",1
1970,maines-paper-and-food-service,Maines Paper & Food Service, ,"$234,032",2
1971,malibu-boats,Malibu Boats,MBUU),"$43,975",2
1972,mallinckrodt,Mallinckrodt,MNK),"$1,755,367,478",2
1973,management-and-training-corporation,Management & Training Corporation, ,"$33,505,146",20
1974,manalapan-mining,Manalapan Mining, ,"$2,126,307",81
1975,manitowoc,Manitowoc,MTW),"$61,788",1
1976,mannhummel,Mann+Hummel, ,"$17,400",2
1977,manpower,Manpower,MAN),"$18,424,689",15
1978,mansfield-energy,Mansfield Energy, ,"$24,000",1
1979,mantech-international,ManTech International,MANT),"$4,188,562",14
1980,manulife-financial,Manulife Financial,MFC),"$78,394,836",17
1981,mar-cone-appliance-parts-co,Mar-Cone Appliance Parts Co., ,"$1,090,534",1
1982,marathon-oil,Marathon Oil,MRO),"$14,104,859",3
1983,marathon-petroleum,Marathon Petroleum,MPC),"$1,500,896,702",194
1984,marazzi-group,Marazzi Group, ,"$257,049",3
1985,marcus-corp,Marcus Corp.,MCS),"$73,336",4
1986,marfrig,Marfrig, ,"$1,018,270",3
1987,marine-products-corp,Marine Products Corp.,MPX),"$134,106",5
1988,marinemax,MarineMax,HZO),"$63,713",4
1989,marisco-ltd,Marisco Ltd., ,"$1,066,552",4
1990,markel,Markel,MKL),"$4,177,367",13
1991,marriott-international,Marriott International,Nasdaq: MAR),"$20,354,142",41
1992,marriott-vacations-worldwide-corp,Marriott Vacations Worldwide Corp.,VAC),"$1,688,006",3
1993,mars-incorporated,Mars Incorporated, ,"$606,632",13
1994,marsh-and-mclennan,Marsh & McLennan,NYSE: MMC),"$1,795,528,137",4
1995,marten-transport,Marten Transport,MRTN),"$272,366",4
1996,martin-marietta-materials,Martin Marietta Materials,MLM),"$4,941,432",35
1997,marubeni,Marubeni, ,"$147,736,610",2
1998,marvell-technology,Marvell Technology,MRVL),"$15,500,000",2
1999,masco,Masco,NYSE: MAS),"$1,032,668",5
2000,masonite-international,Masonite International,DOOR),"$2,729,329",1
2001,mass-general-brigham,Mass General Brigham, ,"$12,822,901",13
2002,massachusetts-institute-of-technology,Massachusetts Institute of Technology, ,"$18,476,690",3
2003,massachusetts-mutual-life-insurance,Massachusetts Mutual Life Insurance, ,"$101,083,805",7
2004,mastec,MasTec,MTZ),"$14,475,394",9
2005,mastercard,MasterCard,NYSE: MA),"$20,530,777",2
2006,materion,Materion,MTRN),"$796,304",1
2007,matrix-service-co,Matrix Service Co.,MTRX),"$4,072,575",1
2008,matson,Matson,MATX),"$69,112,447",1
2009,mattel,Mattel,MAT),"$17,509,850",3
2010,matthews-international-corp,Matthews International Corp.,MATW),"$45,558",4
2011,maury-regional-health,Maury Regional Health, ,"$7,297,354",3
2012,maxar-technologies,Maxar Technologies,MAXR),"$20,024,960",1
2013,maxim-healthcare-services,Maxim Healthcare Services, ,"$166,830,979",2
2014,maximus,Maximus,MMS),"$39,934,880",2
2015,mayo-clinic,Mayo Clinic, ,"$7,878,678",2
2016,mazda-motor,Mazda Motor, ,"$76,805,050",1
2017,mazza-and-sons-inc,Mazza & Sons Inc., ,"$601,003",1
2018,mbia,MBIA,MBI),"$75,000,000",2
2019,mccain-foods,McCain Foods, ,"$298,995",3
2020,mccarthy-holdings,McCarthy Holdings, ,"$756,985",4
2021,mccormick,McCormick,MKC),"$98,250",1
2022,mcdermott-international,McDermott International, ,"$4,797,466",9
2023,mcdonalds,McDonald's,NYSE: MCD),"$42,951,214",14
2024,mckesson,McKesson,NYSE: MCK),"$8,684,688,718",4
2025,mckinsey,McKinsey, ,"$588,009,255",1
2026,mclaren-health-care,McLaren Health Care, ,"$13,269,041",1
2027,mcleod-health,McLeod Health, ,"$16,056,970",1
2028,mcwane,McWane, ,"$75,005,341",54
2029,mdu-resources,MDU Resources,MDU),"$3,392,404",53
2030,medford-trucking,Medford Trucking, ,"$808,967",33
2031,medi-lynx-cardiac-monitoring,Medi-Lynx Cardiac Monitoring, ,"$2,890,000",1
2032,medical-center-health-system,Medical Center Health System, ,"$1,900,000",1
2033,medical-mutual-of-ohio,Medical Mutual of Ohio, ,"$222,300",1
2034,medifast-inc,Medifast Inc.,MED),"$3,900,000",1
2035,medline-industries,Medline Industries, ,"$6,833,134",5
2036,medstar-health,MedStar Health, ,"$43,524,840",4
2037,medtronic,Medtronic,MDT),"$531,292,635",17
2038,meggitt,Meggitt,LSE: MGGT),"$25,102,005",1
2039,meijer,Meijer, ,"$5,921,606",2
2040,meiji-yasuda-life-insurance,Meiji Yasuda Life Insurance, ,"$337,305",5
2041,melrose-dairy-proteins,Melrose Dairy Proteins, ,"$17,850",1
2042,melrose-industries,Melrose Industries,LSE: MRO),"$3,296,193",17
2043,memorial-hermann-health-system,Memorial Hermann Health System, ,"$9,731,113",2
2044,memorial-sloan-kettering-cancer-center,Memorial Sloan Kettering Cancer Center, ,"$264,047",2
2045,menard,Menard, ,"$3,244,936",7
2046,mercedes-benz-group,Mercedes-Benz Group, ,"$2,477,299,397",11
2047,merck,Merck,MRK),"$10,467,285,581",7
2048,merck-kgaa-emd,Merck KGaA (EMD), ,"$770,644,847",2
2049,mercury-general-corporation,Mercury General Corporation,MCY),"$42,917,697",13
2050,mercy-sisters-of-mercy-health-system,Mercy (Sisters of Mercy Health System), ,"$43,989,879",5
2051,mercyone,MercyOne, ,"$5,120,000",2
2052,merit-energy,Merit Energy, ,"$3,925,988",29
2053,merit-medical-systems,Merit Medical Systems,MMSI),"$20,390,000",3
2054,meritage-homes,Meritage Homes,MTH),"$290,247",1
2055,meritor,Meritor,MTOR),"$296,277",1
2056,mesa-air,Mesa Air,MESA),"$2,008,199",88
2057,meta-platforms-inc,Meta Platforms Inc.,Nasdaq: FB),"$5,788,593,600",4
2058,metalico,Metalico, ,"$281,570",15
2059,metamining-inc,Metamining Inc., ,"$30,400",4
2060,methodist-healthcare-system-san-antonio-,"Methodist Healthcare System (San Antonio, TX)", ,"$44,251",1
2061,metinvest,Metinvest, ,"$5,437,951",355
2062,metlife,MetLife,MET),"$898,604,925",32
2063,metso-outotec,Metso Outotec, ,"$139,516",10
2064,mettler-toledo-international,Mettler-Toledo International,MTD),"$63,600",2
2065,mf-global,MF Global, ,"$1,324,000,000",3
2066,mgic-investment-corp,MGIC Investment Corp.,MTG),"$550,000",1
2067,mgm-resorts-international,MGM Resorts International,MGM),"$2,260,701",5
2068,mgp-ingredients,MGP Ingredients,MGPI),"$3,396,032",4
2069,michaels-companies,Michaels Companies,MIK),"$10,523,848",3
2070,michelin,Michelin, ,"$1,138,273",1
2071,michigan-medicine,Michigan Medicine, ,"$4,300,000",1
2072,michigan-sugar-company,Michigan Sugar Company, ,"$14,125,405",7
2073,microchip-technology-inc,Microchip Technology Inc.,MCHP),"$3,058,527",1
2074,micron-technology,Micron Technology,MU),"$155,297,533",5
2075,microsoft,Microsoft,Nasdaq: MSFT),"$335,239,800",5
2076,mid-oaks-investments,Mid Oaks Investments, ,"$70,649",4
2077,mid-america-pipeline,Mid-America Pipeline, ,"$2,264,054",4
2078,mid-american-apartment-communities,Mid-American Apartment Communities,MAA),"$11,307,000",1
2079,middleby-corp,Middleby Corp.,MIDD),"$716,769",17
2080,middleground-capital,MiddleGround Capital, ,"$1,222,741",4
2081,midfirst-bank,MidFirst Bank, ,"$35,000",1
2082,midland-states-bancorp,Midland States Bancorp,MSBI),"$15,955,645",1
2083,millennium-health,Millennium Health, ,"$263,002,749",2
2084,miller-industries,Miller Industries,MLR),"$69,664",5
2085,milliken,Milliken, ,"$343,673",5
2086,mimedx-group-inc,"MiMedx Group, Inc",MDXG),"$8,000,000",1
2087,minafin,Minafin, ,"$176,896",4
2088,minebeamitsumi,MinebeaMitsumi, ,"$13,730,557",1
2089,minerals-technologies-inc,Minerals Technologies Inc.,MTX),"$838,457",22
2090,minnkota-power-cooperative,Minnkota Power Cooperative, ,"$100,148,079",3
2091,mistras-group,Mistras Group,MG),"$6,099,763",1
2092,mitsuba,Mitsuba, ,"$135,000,000",1
2093,mitsubishi-group,Mitsubishi Group, ,"$1,019,547,456",15
2094,mitsui,Mitsui, ,"$106,082,612",10
2095,mizuho-financial,Mizuho Financial,MFG),"$130,675,000",4
2096,mks-instruments,MKS Instruments,MKSI),"$58,279",3
2097,mld-mortgage-inc-dba-the-money-store,MLD Mortgage Inc. dba The Money Store, ,"$1,249,603",7
2098,mls-co-ltd,MLS Co. Ltd, ,"$60,963",2
2099,mobile-telesystems-pjsc,Mobile TeleSystems PJSC, ,"$850,000,000",2
2100,modern-group,Modern Group, ,"$348,630",2
2101,modine-manufacturing,Modine Manufacturing,MOD),"$2,033,398",2
2102,mohawk-industries,Mohawk Industries,MHK),"$19,014,734",3
2103,mohawk-valley-health-system,Mohawk Valley Health System, ,"$307,922",2
2104,molina-healthcare,Molina Healthcare,MOH),"$4,585,151",43
2105,molson-coors-brewing,Molson Coors Brewing,NYSE: TAP),"$2,732,041",20
